id,name,brand_id,year,fuel,price,fk_range
11170,Dyna Super Glide 1340   (1986-1994),67,1994,2,3890,4
11171,Softail Heritage Softail   (1993-2006),67,1994,2,6716,3
11172,Softail Heritage Softail Classic   (1993-1996),67,1994,2,7872,1
11173,Softail Softail Standard   (1991-2006),67,1994,2,8739,3
11174,Sportster 1200   (1991-2007),67,1994,2,8649,4
11175,Sportster 883   (1990-2000),67,1994,2,2625,2
11176,Sportster 883 Bobber   (1992-1995),67,1994,2,8258,3
11177,Sportster 883 Hugger   (1988-1994),67,1994,2,7702,3
11178,Sportster XL 90's   (1989-2007),67,1994,2,9593,2
11179,Touring Electra Glide Classic   (1983-2006),67,1994,2,9376,2
11180,Touring Electra Glide Standard   (1994-1996),67,1994,2,8110,2
11181,Touring Electra Ultra Classic Dynamic   (1994),67,1994,2,3111,2
11182,Touring Road King 1400   (1992-1996),67,1994,2,3569,3
11183,Touring Road King 1500   (1994-1996),67,1994,2,9654,1
11184,CVO Softail Springer   (1991-1999),67,1995,2,10176,4
11185,Dyna Super Glide   (1995-1996),67,1995,2,8112,3
11186,Softail Fat Boy   (1995-1999),67,1995,2,7059,4
11187,Softail Heritage Nostalgia   (1995),67,1995,2,6081,1
11188,Softail Heritage Softail   (1993-2006),67,1995,2,6058,3
11189,Softail Heritage Softail Classic   (1993-1996),67,1995,2,8924,1
11190,Softail Softail Standard   (1991-2006),67,1995,2,9214,3
11191,Sportster 1200   (1991-2007),67,1995,2,4841,4
11192,Sportster 883   (1990-2000),67,1995,2,9445,2
11193,Sportster 883 Bobber   (1992-1995),67,1995,2,8105,3
11194,Sportster 883 Hugger   (1995-1998),67,1995,2,7249,1
11195,Sportster XL 90's   (1989-2007),67,1995,2,2655,2
11196,Touring Electra Glide Classic   (1983-2006),67,1995,2,5340,2
11197,Touring Electra Glide Standard   (1994-1996),67,1995,2,1587,2
11198,Touring Electra Ultra Classic Sidecar   (1995),67,1995,2,5128,2
11199,Touring Road King 1400   (1992-1996),67,1995,2,4403,3
11200,Touring Road King 1500   (1994-1996),67,1995,2,3127,1
11201,CVO Softail Springer   (1991-1999),67,1996,2,4752,4
11202,Dyna 1340   (1996),67,1996,2,4942,3
11203,Dyna Super Glide   (1995-1996),67,1996,2,9030,3
11204,Dyna Super Glide   (1996-1999),67,1996,2,3611,4
11205,Softail Fat Boy   (1995-1999),67,1996,2,3905,4
11206,Softail Heritage Softail   (1993-2006),67,1996,2,10529,3
11207,Softail Heritage Softail Classic   (1993-1996),67,1996,2,7715,1
11208,Softail Softail Standard   (1991-2006),67,1996,2,9272,3
11209,Sportster 1200   (1991-2007),67,1996,2,8764,4
11210,Sportster 883   (1990-2000),67,1996,2,4109,2
11211,Sportster 883 Hugger   (1995-1998),67,1996,2,7647,1
11212,Sportster XL 90's   (1989-2007),67,1996,2,6043,2
11213,Touring Electra Glide Classic   (1983-2006),67,1996,2,3769,2
11214,Touring Electra Glide Standard   (1994-1996),67,1996,2,9240,2
11215,Touring Road King 1400   (1992-1996),67,1996,2,3523,3
11216,Touring Road King 1500   (1994-1996),67,1996,2,2146,1
11217,Bad Boy 1300   (1997-2008),67,1997,2,6997,4
11218,CVO Softail Springer   (1991-1999),67,1997,2,9865,4
11219,Dyna Low Rider   (1997-2008),67,1997,2,3037,2
11220,Dyna Low Rider Conv   (1997-2008),67,1997,2,4845,3
11221,Dyna Super Glide   (1996-1999),67,1997,2,8795,4
11222,Dyna Wide Glide   (1997-2006),67,1997,2,4102,2
11223,Softail Fat Boy   (1995-1999),67,1997,2,6594,4
11224,Softail Heritage Softail   (1993-2006),67,1997,2,2025,3
11225,Softail Heritage Softail Classic   (1997-2000),67,1997,2,1726,2
11226,Softail Softail Custom   (1997-2008),67,1997,2,4380,4
11227,Softail Softail Standard   (1991-2006),67,1997,2,3060,3
11228,Sportster 1200   (1991-2007),67,1997,2,7796,4
11229,Sportster 1200 Custom   (1997-2000),67,1997,2,8387,4
11230,Sportster 883   (1990-2000),67,1997,2,10253,2
11231,Sportster 883   (1997-2000),67,1997,2,10667,4
11232,Sportster 883 Hugger   (1995-1998),67,1997,2,10962,1
11233,Sportster Sport XLH 1200S   (1997-2000),67,1997,2,5302,1
11234,Sportster Transform   (1997-2007),67,1997,2,8200,4
11235,Sportster XL 90's   (1989-2007),67,1997,2,4869,2
11236,Touring Electra Glide Classic   (1983-2006),67,1997,2,8917,2
11237,Touring Electra Glide Standard   (1997-2008),67,1997,2,6139,4
11238,Touring Electra Glide UC   (1997-2008),67,1997,2,7996,2
11239,Touring Electra Glide UC I   (1997-2008),67,1997,2,9641,4
11240,Touring Electra Glide Ultra Classic   (1997-2000),67,1997,2,8773,2
11241,Touring Road King   (1997-2000),67,1997,2,1962,1
11242,Touring Road King Classic   (1997-2000),67,1997,2,4347,4
11243,Touring Road King Injection   (1997-2008),67,1997,2,9553,3
11244,Bad Boy 1300   (1997-2008),67,1998,2,6219,4
11245,CVO Road Glide   (1998-2008),67,1998,2,9661,4
11246,CVO Softail Springer   (1991-1999),67,1998,2,6841,4
11247,Dyna Low Rider   (1997-2008),67,1998,2,10094,2
11248,Dyna Low Rider Conv   (1997-2008),67,1998,2,3207,3
11249,Dyna Super Glide   (1996-1999),67,1998,2,4131,4
11250,Dyna Wide Glide   (1997-2006),67,1998,2,5231,2
11251,Softail Fat Boy   (1995-1999),67,1998,2,6195,4
11252,Softail Heritage Softail   (1993-2006),67,1998,2,5997,3
11253,Softail Heritage Softail Classic   (1997-2000),67,1998,2,3819,2
11254,Softail Night Train   (1998-2008),67,1998,2,4682,1
11255,Softail Softail Custom   (1997-2008),67,1998,2,3966,4
11256,Softail Softail Standard   (1991-2006),67,1998,2,10406,3
11257,Sportster 1200   (1991-2007),67,1998,2,10680,4
11258,Sportster 1200 Custom   (1997-2000),67,1998,2,9936,4
11259,Sportster 883   (1990-2000),67,1998,2,5209,2
11260,Sportster 883   (1997-2000),67,1998,2,8789,4
11261,Sportster 883 Custom   (1998-2000),67,1998,2,2540,4
11262,Sportster 883 Hugger   (1995-1998),67,1998,2,4547,1
11263,Sportster Sport XLH 1200S   (1997-2000),67,1998,2,10148,1
11264,Sportster Transform   (1997-2007),67,1998,2,6846,4
11265,Sportster XL 90's   (1989-2007),67,1998,2,2138,2
11266,Touring Electra Glide Classic   (1983-2006),67,1998,2,7690,2
11267,Touring Electra Glide Standard   (1997-2008),67,1998,2,1828,4
11268,Touring Electra Glide UC   (1997-2008),67,1998,2,1974,2
11269,Touring Electra Glide UC I   (1997-2008),67,1998,2,7700,4
11270,Touring Electra Glide Ultra Classic   (1997-2000),67,1998,2,7844,2
11271,Touring Road King   (1997-2000),67,1998,2,5173,1
11272,Touring Road King Classic   (1997-2000),67,1998,2,9430,4
11273,Touring Road King Injection   (1997-2008),67,1998,2,9451,3
11274,Bad Boy 1300   (1997-2008),67,1999,2,2937,4
11275,CVO Road Glide   (1998-2008),67,1999,2,1939,4
11276,CVO Softail Springer   (1991-1999),67,1999,2,6998,4
11277,Dyna Low Rider   (1997-2008),67,1999,2,3712,2
11278,Dyna Low Rider   (1999-2008),67,1999,2,6574,4
11279,Dyna Low Rider Conv   (1997-2008),67,1999,2,5324,3
11280,Dyna Super Glide   (1996-1999),67,1999,2,2833,4
11281,Dyna Super Glide Sport   (1999-2008),67,1999,2,5909,4
11282,Dyna Wide Glide   (1997-2006),67,1999,2,9307,2
11283,Softail Fat Boy   (1995-1999),67,1999,2,3698,4
11284,Softail Fat Boy   (1999-2002),67,1999,2,7909,3
11285,Softail Heritage Softail   (1993-2006),67,1999,2,4817,3
11286,Softail Heritage Softail Classic   (1997-2000),67,1999,2,10567,2
11287,Softail Night Train   (1998-2008),67,1999,2,6148,1
11288,Softail Softail Custom   (1997-2008),67,1999,2,10037,4
11289,Softail Softail Standard   (1991-2006),67,1999,2,7870,3
11290,Softail Softail Standard   (1999-2006),67,1999,2,7942,4
11291,Sportster 1200   (1991-2007),67,1999,2,1899,4
11292,Sportster 1200 Custom   (1997-2000),67,1999,2,5744,4
11293,Sportster 883   (1990-2000),67,1999,2,9616,2
11294,Sportster 883   (1997-2000),67,1999,2,2950,4
11295,Sportster 883 Custom   (1998-2000),67,1999,2,1708,4
11296,Sportster 883 Hugger   (1999-2008),67,1999,2,8223,2
11297,Sportster Sport XLH 1200S   (1997-2000),67,1999,2,10961,1
11298,Sportster Transform   (1997-2007),67,1999,2,9120,4
11299,Sportster XL 90's   (1989-2007),67,1999,2,3045,2
11300,Touring Electra Glide Classic   (1983-2006),67,1999,2,8823,2
11301,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,1999,2,7734,1
11302,Touring Electra Glide Standard   (1997-2008),67,1999,2,6723,4
11303,Touring Electra Glide UC   (1997-2008),67,1999,2,4297,2
11304,Touring Electra Glide UC I   (1997-2008),67,1999,2,2918,4
11305,Touring Electra Glide Ultra Classic   (1997-2000),67,1999,2,8392,2
11306,Touring Road King   (1997-2000),67,1999,2,5910,1
11307,Touring Road King Classic   (1997-2000),67,1999,2,1798,4
11308,Touring Road King Injection   (1997-2008),67,1999,2,2252,3
11309,Bad Boy 1300   (1997-2008),67,2000,2,5039,4
11310,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2000,2,8564,3
11311,CVO Road Glide   (1998-2008),67,2000,2,5898,4
11312,CVO Softail Springer   (2000-2008),67,2000,2,3862,4
11313,Dyna Low Rider   (1997-2008),67,2000,2,9535,2
11314,Dyna Low Rider   (1999-2008),67,2000,2,9110,4
11315,Dyna Low Rider   (2000-2008),67,2000,2,7185,4
11316,Dyna Low Rider Conv   (1997-2008),67,2000,2,4768,3
11317,Dyna Super Glide   (2000-2002),67,2000,2,4119,4
11318,Dyna Super Glide Custom   (2000-2008),67,2000,2,4258,3
11319,Dyna Super Glide Sport   (1999-2008),67,2000,2,3788,4
11320,Dyna Wide Glide   (1997-2006),67,2000,2,5584,2
11321,Softail Fat Boy   (1999-2002),67,2000,2,10837,3
11322,Softail Heritage Softail   (1993-2006),67,2000,2,3137,3
11323,Softail Heritage Softail Classic   (1997-2000),67,2000,2,6423,2
11324,Softail Heritage Softail Classic   (2000-2009),67,2000,2,8636,2
11325,Softail Heritage Springer   (2000-2004),67,2000,2,5267,4
11326,Softail Night Train   (1998-2008),67,2000,2,3469,1
11327,Softail Softail Custom   (1997-2008),67,2000,2,3444,4
11328,Softail Softail Deuce   (2000-2009),67,2000,2,5653,2
11329,Softail Softail Standard   (1991-2006),67,2000,2,1652,3
11330,Softail Softail Standard   (1999-2006),67,2000,2,6669,4
11331,Sportster 1200   (1991-2007),67,2000,2,4079,4
11332,Sportster 1200 Custom   (1997-2000),67,2000,2,10525,4
11333,Sportster 883   (1990-2000),67,2000,2,9434,2
11334,Sportster 883   (1997-2000),67,2000,2,8448,4
11335,Sportster 883   (2000-2008),67,2000,2,5780,1
11336,Sportster 883 Custom   (1998-2000),67,2000,2,2402,4
11337,Sportster 883 Custom   (2000-2008),67,2000,2,10434,2
11338,Sportster 883 Hugger   (1999-2008),67,2000,2,6300,2
11339,Sportster 883 Low   (2000-2008),67,2000,2,5540,2
11340,Sportster 883 XLH 53   (2000-2003),67,2000,2,5656,1
11341,Sportster 883R   (2000-2008),67,2000,2,3137,3
11342,Sportster Sport XLH 1200S   (1997-2000),67,2000,2,1696,1
11343,Sportster Transform   (1997-2007),67,2000,2,2684,4
11344,Sportster XL 90's   (1989-2007),67,2000,2,10744,2
11345,Sportster XLH 1000 Iron   (2000-2006),67,2000,2,7216,4
11346,Touring Electra Glide Classic   (1983-2006),67,2000,2,9236,2
11347,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2000,2,4821,1
11348,Touring Electra Glide Standard   (1997-2008),67,2000,2,7136,4
11349,Touring Electra Glide UC   (1997-2008),67,2000,2,5019,2
11350,Touring Electra Glide UC I   (1997-2008),67,2000,2,3054,4
11351,Touring Electra Glide Ultra Classic   (1997-2000),67,2000,2,1937,2
11352,Touring Road King   (1997-2000),67,2000,2,10882,1
11353,Touring Road King Classic   (1997-2000),67,2000,2,2656,4
11354,Touring Road King Injection   (1997-2008),67,2000,2,8108,3
11355,Bad Boy 1300   (1997-2008),67,2001,2,3709,4
11356,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2001,2,2546,3
11357,CVO Road Glide   (1998-2008),67,2001,2,8193,4
11358,CVO Softail Springer   (2000-2008),67,2001,2,2214,4
11359,Dyna Low Rider   (1997-2008),67,2001,2,3743,2
11360,Dyna Low Rider   (1999-2008),67,2001,2,8392,4
11361,Dyna Low Rider   (2000-2008),67,2001,2,3353,4
11362,Dyna Low Rider Conv   (1997-2008),67,2001,2,5817,3
11363,Dyna Super Glide   (2000-2002),67,2001,2,3023,4
11364,Dyna Super Glide Custom   (2000-2008),67,2001,2,2351,3
11365,Dyna Super Glide Sport   (1999-2008),67,2001,2,2232,4
11366,Dyna Super Glide T-Sport   (2001-2008),67,2001,2,7212,2
11367,Dyna Wide Glide   (1997-2006),67,2001,2,7942,2
11368,Softail Fat Boy   (1999-2002),67,2001,2,9148,3
11369,Softail Heritage Softail   (1993-2006),67,2001,2,10466,3
11370,Softail Heritage Softail Classic   (2000-2009),67,2001,2,4982,2
11371,Softail Heritage Springer   (2000-2004),67,2001,2,4951,4
11372,Softail Night Train   (1998-2008),67,2001,2,9694,1
11373,Softail Softail Custom   (1997-2008),67,2001,2,6555,4
11374,Softail Softail Deuce   (2000-2009),67,2001,2,5544,2
11375,Softail Softail Standard   (1991-2006),67,2001,2,1833,3
11376,Softail Softail Standard   (1999-2006),67,2001,2,10121,4
11377,Sportster 1200   (1991-2007),67,2001,2,8068,4
11378,Sportster 1200 Custom   (2001-2008),67,2001,2,3510,4
11379,Sportster 1200 Sport   (2001-2008),67,2001,2,5946,4
11380,Sportster 883   (2000-2008),67,2001,2,7951,1
11381,Sportster 883 Custom   (2000-2008),67,2001,2,10154,2
11382,Sportster 883 Hugger   (1999-2008),67,2001,2,3242,2
11383,Sportster 883 Iron   (2001-2008),67,2001,2,5091,1
11384,Sportster 883 Low   (2000-2008),67,2001,2,3397,2
11385,Sportster 883 XLH 53   (2000-2003),67,2001,2,9474,1
11386,Sportster 883R   (2000-2008),67,2001,2,4031,3
11387,Sportster Transform   (1997-2007),67,2001,2,8534,4
11388,Sportster XL 90's   (1989-2007),67,2001,2,8814,2
11389,Sportster XLH 1000 Iron   (2000-2006),67,2001,2,4956,4
11390,Touring Electra Glide Classic   (1983-2006),67,2001,2,6401,2
11391,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2001,2,3368,1
11392,Touring Electra Glide Standard   (1997-2008),67,2001,2,8651,4
11393,Touring Electra Glide UC   (1997-2008),67,2001,2,1620,2
11394,Touring Electra Glide UC I   (1997-2008),67,2001,2,1988,4
11395,Touring Electra Glide Ultra Classic   (2001-2005),67,2001,2,9630,2
11396,Touring Road King   (2001-2008),67,2001,2,10276,1
11397,Touring Road King Classic   (2001-2008),67,2001,2,9795,2
11398,Touring Road King Injection   (1997-2008),67,2001,2,7940,3
11399,Bad Boy 1300   (1997-2008),67,2002,2,2399,4
11400,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2002,2,3519,3
11401,CVO Road Glide   (1998-2008),67,2002,2,8877,4
11402,CVO Softail Springer   (2000-2008),67,2002,2,7509,4
11403,Dyna Low Rider   (1997-2008),67,2002,2,8084,2
11404,Dyna Low Rider   (1999-2008),67,2002,2,7644,4
11405,Dyna Low Rider   (2000-2008),67,2002,2,1792,4
11406,Dyna Low Rider Conv   (1997-2008),67,2002,2,8130,3
11407,Dyna Super Glide   (2000-2002),67,2002,2,7284,4
11408,Dyna Super Glide   (2002-2008),67,2002,2,5474,1
11409,Dyna Super Glide Custom   (2000-2008),67,2002,2,6464,3
11410,Dyna Super Glide Sport   (1999-2008),67,2002,2,9304,4
11411,Dyna Super Glide T-Sport   (2001-2008),67,2002,2,1602,2
11412,Dyna Wide Glide   (1997-2006),67,2002,2,3181,2
11413,Softail Fat Boy   (1999-2002),67,2002,2,2049,3
11414,Softail Heritage Softail   (1993-2006),67,2002,2,1809,3
11415,Softail Heritage Softail Classic   (2000-2009),67,2002,2,6572,2
11416,Softail Heritage Springer   (2000-2004),67,2002,2,9938,4
11417,Softail Night Train   (1998-2008),67,2002,2,6933,1
11418,Softail Softail Custom   (1997-2008),67,2002,2,3276,4
11419,Softail Softail Deuce   (2000-2009),67,2002,2,7531,2
11420,Softail Softail Standard   (1991-2006),67,2002,2,2543,3
11421,Softail Softail Standard   (1999-2006),67,2002,2,5906,4
11422,Sportster 1200   (1991-2007),67,2002,2,2554,4
11423,Sportster 1200 Custom   (2001-2008),67,2002,2,10824,4
11424,Sportster 1200 Sport   (2001-2008),67,2002,2,2313,4
11425,Sportster 883   (2000-2008),67,2002,2,2911,1
11426,Sportster 883 Custom   (2000-2008),67,2002,2,5240,2
11427,Sportster 883 Hugger   (1999-2008),67,2002,2,10675,2
11428,Sportster 883 Iron   (2001-2008),67,2002,2,2988,1
11429,Sportster 883 Low   (2000-2008),67,2002,2,9067,2
11430,Sportster 883 XLH 53   (2000-2003),67,2002,2,3037,1
11431,Sportster 883R   (2000-2008),67,2002,2,3019,3
11432,Sportster Transform   (1997-2007),67,2002,2,3097,4
11433,Sportster XL 90's   (1989-2007),67,2002,2,7584,2
11434,Sportster XLH 1000 Iron   (2000-2006),67,2002,2,1680,4
11435,Touring Electra Glide Classic   (1983-2006),67,2002,2,3335,2
11436,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2002,2,7291,1
11437,Touring Electra Glide Standard   (1997-2008),67,2002,2,7687,4
11438,Touring Electra Glide UC   (1997-2008),67,2002,2,3760,2
11439,Touring Electra Glide UC I   (1997-2008),67,2002,2,6429,4
11440,Touring Electra Glide Ultra Classic   (2001-2005),67,2002,2,6081,2
11441,Touring Road King   (2001-2008),67,2002,2,6090,1
11442,Touring Road King Classic   (2001-2008),67,2002,2,7788,2
11443,Touring Road King Injection   (1997-2008),67,2002,2,7174,3
11444,VRSCA V-Rod  Screaming Eagle (2002-2007),67,2002,2,5399,4
11445,Bad Boy 1300   (1997-2008),67,2003,2,6084,4
11446,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2003,2,5418,3
11447,CVO Road Glide   (1998-2008),67,2003,2,6000,4
11448,CVO Softail Springer   (2000-2008),67,2003,2,5385,4
11449,Dyna Low Rider   (1997-2008),67,2003,2,2238,2
11450,Dyna Low Rider   (1999-2008),67,2003,2,9639,4
11451,Dyna Low Rider   (2000-2008),67,2003,2,8271,4
11452,Dyna Low Rider Conv   (1997-2008),67,2003,2,4702,3
11453,Dyna Super Glide   (2002-2008),67,2003,2,8965,1
11454,Dyna Super Glide Custom   (2000-2008),67,2003,2,8173,3
11455,Dyna Super Glide Sport   (1999-2008),67,2003,2,5252,4
11456,Dyna Super Glide T-Sport   (2001-2008),67,2003,2,4329,2
11457,Dyna Wide Glide   (1997-2006),67,2003,2,5142,2
11458,Softail Fat Boy   (2003-2008),67,2003,2,1761,2
11459,Softail Heritage Softail   (1993-2006),67,2003,2,10324,3
11460,Softail Heritage Softail Classic   (2000-2009),67,2003,2,8207,2
11461,Softail Heritage Springer   (2000-2004),67,2003,2,10092,4
11462,Softail Night Train   (1998-2008),67,2003,2,5288,1
11463,Softail Softail Custom   (1997-2008),67,2003,2,10349,4
11464,Softail Softail Deuce   (2000-2009),67,2003,2,2696,2
11465,Softail Softail Standard   (1991-2006),67,2003,2,3571,3
11466,Softail Softail Standard   (1999-2006),67,2003,2,6104,4
11467,Sportster 1200   (1991-2007),67,2003,2,4457,4
11468,Sportster 1200 Custom   (2001-2008),67,2003,2,3109,4
11469,Sportster 1200 Sport   (2001-2008),67,2003,2,2034,4
11470,Sportster 883   (2000-2008),67,2003,2,2709,1
11471,Sportster 883 Custom   (2000-2008),67,2003,2,1674,2
11472,Sportster 883 Hugger   (1999-2008),67,2003,2,3548,2
11473,Sportster 883 Iron   (2001-2008),67,2003,2,9446,1
11474,Sportster 883 Low   (2000-2008),67,2003,2,3856,2
11475,Sportster 883 XLH 53   (2000-2003),67,2003,2,1919,1
11476,Sportster 883R   (2000-2008),67,2003,2,7512,3
11477,Sportster Transform   (1997-2007),67,2003,2,3135,4
11478,Sportster XL 90's   (1989-2007),67,2003,2,2914,2
11479,Sportster XLH 1000 Iron   (2000-2006),67,2003,2,2606,4
11480,Touring Electra Glide Classic   (1983-2006),67,2003,2,9161,2
11481,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2003,2,2107,1
11482,Touring Electra Glide Standard   (1997-2008),67,2003,2,4420,4
11483,Touring Electra Glide UC   (1997-2008),67,2003,2,10150,2
11484,Touring Electra Glide UC I   (1997-2008),67,2003,2,2081,4
11485,Touring Electra Glide Ultra Classic   (2001-2005),67,2003,2,9018,2
11486,Touring Road King   (2001-2008),67,2003,2,2608,1
11487,Touring Road King Classic   (2001-2008),67,2003,2,4601,2
11488,Touring Road King Injection   (1997-2008),67,2003,2,6568,3
11489,VRSC V-Rod   (2003-2005),67,2003,2,2577,4
11490,VRSCA V-Rod  Screaming Eagle (2002-2007),67,2003,2,8917,4
11491,Bad Boy 1300   (1997-2008),67,2004,2,7742,4
11492,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2004,2,10523,3
11493,CVO Road Glide   (1998-2008),67,2004,2,6902,4
11494,CVO Softail Springer   (2000-2008),67,2004,2,8654,4
11495,CVO Ultra Classic Electra Glide   (2004-2007),67,2004,2,1756,2
11496,Dyna Low Rider   (1997-2008),67,2004,2,9991,2
11497,Dyna Low Rider   (1999-2008),67,2004,2,3691,4
11498,Dyna Low Rider   (2000-2008),67,2004,2,4505,4
11499,Dyna Low Rider Conv   (1997-2008),67,2004,2,10257,3
11500,Dyna Super Glide   (2002-2008),67,2004,2,6673,1
11501,Dyna Super Glide Custom   (2000-2008),67,2004,2,10184,3
11502,Dyna Super Glide Sport   (1999-2008),67,2004,2,7976,4
11503,Dyna Super Glide T-Sport   (2001-2008),67,2004,2,7162,2
11504,Dyna Wide Glide   (1997-2006),67,2004,2,7163,2
11505,Softail Fat Boy   (2003-2008),67,2004,2,6051,2
11506,Softail Heritage Softail   (1993-2006),67,2004,2,10982,3
11507,Softail Heritage Softail Classic   (2000-2009),67,2004,2,7602,2
11508,Softail Heritage Springer   (2000-2004),67,2004,2,5908,4
11509,Softail Night Train   (1998-2008),67,2004,2,10123,1
11510,Softail Softail Custom   (1997-2008),67,2004,2,10595,4
11511,Softail Softail Deuce   (2000-2009),67,2004,2,7145,2
11512,Softail Softail Standard   (1991-2006),67,2004,2,4219,3
11513,Softail Softail Standard   (1999-2006),67,2004,2,4363,4
11514,Sportster 1200   (1991-2007),67,2004,2,10638,4
11515,Sportster 1200 Custom   (2001-2008),67,2004,2,6331,4
11516,Sportster 1200 Sport   (2001-2008),67,2004,2,3840,4
11517,Sportster 883   (2000-2008),67,2004,2,10155,1
11518,Sportster 883 Custom   (2000-2008),67,2004,2,7895,2
11519,Sportster 883 Hugger   (1999-2008),67,2004,2,6336,2
11520,Sportster 883 Iron   (2001-2008),67,2004,2,6359,1
11521,Sportster 883 Low   (2000-2008),67,2004,2,10788,2
11522,Sportster 883R   (2000-2008),67,2004,2,10100,3
11523,Sportster Transform   (1997-2007),67,2004,2,2209,4
11524,Sportster XL 90's   (1989-2007),67,2004,2,6030,2
11525,Sportster XLH 1000 Iron   (2000-2006),67,2004,2,3685,4
11526,Touring Electra Glide Classic   (1983-2006),67,2004,2,5210,2
11527,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2004,2,9038,1
11528,Touring Electra Glide Standard   (1997-2008),67,2004,2,10540,4
11529,Touring Electra Glide UC   (1997-2008),67,2004,2,8488,2
11530,Touring Electra Glide UC I   (1997-2008),67,2004,2,8012,4
11531,Touring Electra Glide Ultra Classic   (2001-2005),67,2004,2,7232,2
11532,Touring Road King   (2001-2008),67,2004,2,7038,1
11533,Touring Road King Classic   (2001-2008),67,2004,2,8875,2
11534,Touring Road King Injection   (1997-2008),67,2004,2,1881,3
11535,Touring Street Glide   (2004-2006),67,2004,2,5895,3
11536,VRSC V-Rod   (2003-2005),67,2004,2,9809,4
11537,VRSCA V-Rod  Screaming Eagle (2002-2007),67,2004,2,2106,4
11538,Bad Boy 1300   (1997-2008),67,2005,2,3753,4
11539,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2005,2,7014,3
11540,CVO Road Glide   (1998-2008),67,2005,2,2263,4
11541,CVO Softail Springer   (2000-2008),67,2005,2,10247,4
11542,CVO Ultra Classic Electra Glide   (2004-2007),67,2005,2,5011,2
11543,Dyna Low Rider   (1997-2008),67,2005,2,10635,2
11544,Dyna Low Rider   (1999-2008),67,2005,2,6279,4
11545,Dyna Low Rider   (2000-2008),67,2005,2,8417,4
11546,Dyna Low Rider Conv   (1997-2008),67,2005,2,2592,3
11547,Dyna Super Glide   (2002-2008),67,2005,2,2507,1
11548,Dyna Super Glide Custom   (2000-2008),67,2005,2,1915,3
11549,Dyna Super Glide Sport   (1999-2008),67,2005,2,7533,4
11550,Dyna Super Glide T-Sport   (2001-2008),67,2005,2,10796,2
11551,Dyna Wide Glide   (1997-2006),67,2005,2,4914,2
11552,Softail Fat Boy   (2003-2008),67,2005,2,5969,2
11553,Softail Heritage Softail   (1993-2006),67,2005,2,2442,3
11554,Softail Heritage Softail Classic   (2000-2009),67,2005,2,2131,2
11555,Softail Night Train   (1998-2008),67,2005,2,1974,1
11556,Softail Softail Custom   (1997-2008),67,2005,2,9496,4
11557,Softail Softail Deluxe   (2005-2009),67,2005,2,7003,3
11558,Softail Softail Deuce   (2000-2009),67,2005,2,5983,2
11559,Softail Softail Standard   (1991-2006),67,2005,2,3246,3
11560,Softail Softail Standard   (1999-2006),67,2005,2,9433,4
11561,Sportster 1200   (1991-2007),67,2005,2,7772,4
11562,Sportster 1200 Custom   (2001-2008),67,2005,2,3192,4
11563,Sportster 1200 Sport   (2001-2008),67,2005,2,10387,4
11564,Sportster 1200R Roadster   (2005-2009),67,2005,2,8353,1
11565,Sportster 883   (2000-2008),67,2005,2,1551,1
11566,Sportster 883 Custom   (2000-2008),67,2005,2,4242,2
11567,Sportster 883 Hugger   (1999-2008),67,2005,2,5011,2
11568,Sportster 883 Iron   (2001-2008),67,2005,2,3201,1
11569,Sportster 883 Low   (2000-2008),67,2005,2,10842,2
11570,Sportster 883R   (2000-2008),67,2005,2,4329,3
11571,Sportster Transform   (1997-2007),67,2005,2,1614,4
11572,Sportster XL 90's   (1989-2007),67,2005,2,7758,2
11573,Sportster XLH 1000 Iron   (2000-2006),67,2005,2,3627,4
11574,Touring Electra Glide Classic   (1983-2006),67,2005,2,4525,2
11575,Touring Electra Glide Screamin Eagle Ultra Classic   (1999-2008),67,2005,2,9705,1
11576,Touring Electra Glide Standard   (1997-2008),67,2005,2,3077,4
11577,Touring Electra Glide UC   (1997-2008),67,2005,2,1881,2
11578,Touring Electra Glide UC I   (1997-2008),67,2005,2,7550,4
11579,Touring Electra Glide Ultra Classic   (2001-2005),67,2005,2,9720,2
11580,Touring Road King   (2001-2008),67,2005,2,1518,1
11581,Touring Road King Classic   (2001-2008),67,2005,2,10085,2
11582,Touring Road King Injection   (1997-2008),67,2005,2,6301,3
11583,Touring Street Glide   (2004-2006),67,2005,2,5300,3
11584,VRSC V-Rod   (2003-2005),67,2005,2,6782,4
11585,VRSCA V-Rod  Screaming Eagle (2002-2007),67,2005,2,5670,4
11586,Bad Boy 1300   (1997-2008),67,2006,2,7969,4
11587,CustomizaciÃ³n-PreparaciÃ³n   (2000-2010),67,2006,2,3616,3
